Name,Group,Institution,Field,Awards,CNS_total,CNS_avg_per_yr,CNS_years_covered,CNS_gap_years,NeuronNatNeuro_total,eLife_total,nonCNS_total,Lab_start_year,First_senior_paper,Career_stage,Count_source,Authorship_measure,Career_reference_year,Lab_age_source,Count_fetched_at,Count_method_version,Researcher_ID,Publication_model,Identity_status,Current_institution,Institution_status,HHMI_status,HHMI_source_status,Topics,Methods,Model_organisms,Model_organism_status,Paper_species_mentions,Contribution_titles,Contribution_keywords,Contribution_status,Active_years_in_window,CNS_per_active_year,Unresolved_papers,Source_URLs,Review_notes,Faculty_appointment_year,Faculty_appointment_status,CNS_2016,CNS_2017,CNS_2018,CNS_2019,CNS_2020,CNS_2021,CNS_2022,CNS_2023,CNS_2024,CNS_2025
Colenso Speer,early-career awardee,University of Maryland,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,5,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:24+00:00,3,pi_16d8900444575cc687629cfebbd07f97,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Development; Learning and memory; Neural circuits and behavior; Sensory systems,Connectomics; Imaging and microscopy; Sequencing and transcriptomics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Mercedes Paredes,early-career awardee,"University of California, San Francisco",neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,2,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:26+00:00,3,pi_bd54035a426051e795517d346f9b1af3,unified-papers,unreviewed,,unreviewed roster label,,unknown,Development; Motor systems,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Duygu Kuzum,early-career awardee,UC San Diego,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T04:37:00+00:00,3,pi_808a66942e3f5a718fad7ec254992f3e,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Gregory Corder,early-career awardee,University of Pennsylvania,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,7,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:30+00:00,3,pi_2805237439515890a7a1170b9f3cefc2,unified-papers,unreviewed,,unreviewed roster label,,unknown,Neural circuits and behavior,Imaging and microscopy; Optogenetics; Organoids and stem-cell models,,unknown,Human; Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Lu Wei,early-career awardee,California Institute of Technology,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,19,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:32+00:00,3,pi_8562def670c5598cb162cf4e2d2b4f48,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Computation and cognition; Learning and memory; Sensory systems,Computational modeling; Imaging and microscopy; Sequencing and transcriptomics,,unknown,Mouse; Zebrafish,,,not yet curated,,,1,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 1 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Chethan Pandarinath,early-career awardee,Emory University,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,1,0,7,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:34+00:00,3,pi_da322cffafca5e878cf526c133479f3e,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Motor systems; Sensory systems,Calcium imaging; Computational modeling; Imaging and microscopy,,unknown,Mouse; Rat,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Jim Heys,early-career awardee,University of Utah,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:35+00:00,3,pi_e0d5d381dad752f6bdcdb5982bb206e4,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 1 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Justin English,early-career awardee,University of Utah,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,5,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:37+00:00,3,pi_99d64925e391572d8dec459b637a6df8,unified-papers,unreviewed,,unreviewed roster label,,unknown,,Sequencing and transcriptomics,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 2 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
Christopher Makinson,early-career awardee,Columbia University,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:38+00:00,3,pi_8c7128a012ee5995bef1076cd77764a9,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Learning and memory,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Xiaoyin Chen,early-career awardee,Allen Institute,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,1,2,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:40+00:00,3,pi_e5fd0e8750315ee0a05f7d0fd927b711,unified-papers,unreviewed,,unreviewed roster label,,unknown,Cellular and molecular neuroscience; Neural circuits and behavior,Connectomics; Sequencing and transcriptomics,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Carlos Ponce,early-career awardee,Harvard Medical School,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,5,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:41+00:00,3,pi_583a5d18e72559068bb2d86e6a7d836c,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Neural circuits and behavior; Sensory systems,Computational modeling; Imaging and microscopy; MRI and neuroimaging,,unknown,Nonhuman primates,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Adam Granger,early-career awardee,Broad Institute,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,0,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:48+00:00,3,pi_c1de86abe1e75c42b041808b7d326e3a,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Rachel Buckley,early-career awardee,Harvard Medical School,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,9,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:48+00:00,3,pi_065175d1380e5bb1bc188f340e8efb7a,unified-papers,unreviewed,,unreviewed roster label,,unknown,Computation and cognition; Learning and memory; Neurodegeneration and aging,Computational modeling; Imaging and microscopy; MRI and neuroimaging,,unknown,,,,not yet curated,,,2,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | 2 candidate papers remain unresolved and are not included in totals.",,unknown,0,0,0,0,0,0,0,0,0,0
Deblina Sarkar,early-career awardee,Massachusetts Institute of Technology,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,7,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:51+00:00,3,pi_09b014af934d5849950b947416cd3b07,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Elizabeth Crouch,early-career awardee,"University of California, San Francisco",neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T03:57:52+00:00,3,pi_ac42131555235114bad6dac1188ac7d5,unified-papers,unreviewed,,unreviewed roster label,,unknown,,,,unknown,,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions.",,unknown,0,0,0,0,0,0,0,0,0,0
Xinzhu Yu,early-career awardee,University of Illinois,neuroscience (awardee),NIH DP2,0,0.0,0,2016;2017;2018;2019;2020;2021;2022;2023;2024;2025,0,0,1,,,unknown,unified_pubmed(full-name/affiliation-or-ORCID),last-author proxy,2025,,2026-09-05T04:37:00+00:00,3,pi_266c61a44d235c63b4e7ede59d3d904e,unified-papers,unreviewed,,unreviewed roster label,,unknown,Glia and neuroimmunology; Neural circuits and behavior,,,unknown,Mouse,,,not yet curated,,,0,,"The registry preserves this identity, but independent source evidence is still needed. | This institution is a historical roster label, not a sourced current appointment. | Lab model organisms are not yet source-backed; article-species mentions do not establish a lab model. | Selected scientific contributions have not yet been source-curated; this is not absence of contributions. | Excluded 7 different-given-name candidates; review aliases if any exclusion is unexpected.",,unknown,0,0,0,0,0,0,0,0,0,0
