Researcher_ID,Name,Contribution,Category,Year,Keywords,Summary,Attribution,Status,Scope,Source,Source_title,Accessed,Supports,PMID,DOI,Note
pi_e88daa53738c5804a0ef4a52973f08a2,Elias Issa,Large-scale behavioral benchmark for primate and ANN object recognition,resource,2018,object recognition benchmark; human psychophysics; macaque behavior; deep neural networks; image-level predictions,High-throughput human and macaque testing across thousands of images created stringent image-level behavioral comparisons for evaluating artificial neural-network models of primate object recognition.,"Coauthored with Rishi Rajalingham, Pouya Bashivan and colleagues; the primary paper lists Elias B. Issa as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/30006365/,"Large-Scale, High-Resolution Comparison of the Core Visual Object Recognition Behavior of Humans, Monkeys, and State-of-the-Art Deep Artificial Neural Networks.",2026-09-05,Supports the human/monkey/ANN object-recognition comparison resource and Issa authorship.,30006365,10.1523/jneurosci.0388-18.2018,
pi_e88daa53738c5804a0ef4a52973f08a2,Elias Issa,Eye-region dominance in posterior lateral face patch,discovery,2012,posterior lateral face patch; inferior temporal cortex; face-selective neurons; eye region; macaque,"Single-neuron recordings in macaque PL showed that many face-selective responses were strongly driven by an eye within a face outline, indicating early emphasis on eye-region features.",Coauthored with James DiCarlo; the primary paper lists Elias B. Issa as first author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23175821/,Precedence of the eye region in neural processing of faces.,2026-09-05,Supports the PL face-patch eye-region finding and Issa authorship.,23175821,10.1523/jneurosci.2391-12.2012,
pi_d188c4444173512291acff5d157886e6,Hiroyuki Kato,SOM-cell network control of auditory frequency tuning,discovery,2017,auditory cortex; frequency tuning; somatostatin interneurons; lateral inhibition; awake mice,"In awake mouse A1, whole-cell recording and calcium imaging showed that SOM interneurons shape frequency tuning through network suppression of recurrent excitation rather than simple feedforward inhibition.",Coauthored with Samuel Asinof and Jeffry Isaacson; the PubMed record lists Hiroyuki K. Kato as first author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28689982/,Network-Level Control of Frequency Tuning in Auditory Cortex.,2026-09-05,Supports SOM-cell control of frequency tuning in auditory cortex and Hiroyuki Kato authorship.,28689982,10.1016/j.neuron.2017.06.019,
pi_d188c4444173512291acff5d157886e6,Hiroyuki Kato,Behavioral relevance gates auditory cortical representations,discovery,2015,primary auditory cortex; behavioral relevance; sound habituation; SOM cells; sensory representations,"Mouse A1 representations were bidirectionally modulated: passive sound exposure reduced responses via SOM-cell-linked inhibition, while sound-guided behavior enhanced pyramidal responses and reduced SOM responses.",Coauthored with Shea Gillet and Jeffry Isaacson; the PubMed record lists Hiroyuki K. Kato as first author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/26586181/,Flexible Sensory Representations in Auditory Cortex Driven by Behavioral Relevance.,2026-09-05,Supports behavioral-state modulation of A1 sensory representations and Hiroyuki Kato authorship.,26586181,10.1016/j.neuron.2015.10.024,
pi_d188c4444173512291acff5d157886e6,Hiroyuki Kato,A2 inhibitory gating of coincident harmonic sound binding,discovery,2021,secondary auditory cortex; harmonic integration; SOM-cell gating; coincidence detection; vocal processing,"In mouse secondary auditory cortex, harmonics preferentially activated stable subnetworks, and SOM-cell inactivation broadened the temporal window for integrating coincident sound components.","Coauthored with Amber Kline, Destinee Aponte, Hiroaki Tsukano and Andrea Giovannucci; the PubMed record lists Hiroyuki K. Kato as senior coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34326331/,Inhibitory gating of coincidence-dependent sensory binding in secondary auditory cortex.,2026-09-05,"Supports A2 harmonic integration, inhibitory gating and Hiroyuki Kato authorship.",34326331,10.1038/s41467-021-24758-6,
pi_82fad8f3daba5bdb86b59b092ec82ad7,Aubrey Kelly,Spiny mouse vasopressin and oxytocin neuron atlas,resource,2021,spiny mouse; vasopressin neurons; oxytocin neurons; basal forebrain; sex differences,"Immunohistochemical mapping in spiny mice identified conserved vasopressin and oxytocin populations, a median-preoptic oxytocin population and sex differences in nonapeptide cell groups.",Coauthored with Ashley Seifert; the PubMed record lists Aubrey M. Kelly as first author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/34102266/,Distribution of Vasopressin and Oxytocin Neurons in the Basal Forebrain and Midbrain of Spiny Mice (Acomys cahirinus).,2026-09-05,Supports the spiny-mouse nonapeptide neuron distribution resource and Aubrey Kelly authorship.,34102266,10.1016/j.neuroscience.2021.05.034,
pi_82fad8f3daba5bdb86b59b092ec82ad7,Aubrey Kelly,Sex-specific nonapeptide effects on finch social behavior,discovery,2014,zebra finch; oxytocin-like peptides; vasopressin-like peptides; pair bonding; gregariousness; aggression,"RNA-interference experiments in zebra finches linked hypothalamic vasopressin and oxytocin cell groups to sex-specific effects on pair bonding, gregariousness and aggression.",Coauthored with James Goodson; the PubMed record lists Aubrey M. Kelly as first author.,source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/24711411/,"Hypothalamic oxytocin and vasopressin neurons exert sex-specific effects on pair bonding, gregariousness, and aggression in finches.",2026-09-05,Supports nonapeptide cell-group effects on finch social behaviors and Aubrey Kelly authorship.,24711411,10.1073/pnas.1322554111,
pi_82fad8f3daba5bdb86b59b092ec82ad7,Aubrey Kelly,Species-typical group size and social reward circuitry,discovery,2022,colonial spiny mouse; Mongolian gerbil; social reward; PVN oxytocin; VTA dopamine,"Comparing colonial spiny mice with non-colonial gerbils, the study linked group-living social behavior to coordinated oxytocin and dopaminergic neural responses during nonreproductive interactions.","Coauthored with Jose Gonzalez Abreu, Ashley Rosenberg and colleagues; the PubMed record lists Aubrey M. Kelly as senior coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/35521530/,Species-typical group size differentially influences social reward neural circuitry during nonreproductive social interactions.,2026-09-05,Supports species differences in social behavior and reward-circuit responses and Aubrey Kelly authorship.,35521530,10.1016/j.isci.2022.104230,
pi_41a7387884c450ac9b8100c1b10e7f70,Mazen Kheirbek,Dorsoventral dentate gyrus control of learning and anxiety,discovery,2013,dentate gyrus; dorsoventral hippocampus; optogenetics; contextual fear encoding; innate anxiety,"Optogenetic manipulation in mice showed that dorsal dentate granule cells support contextual fear encoding and exploratory drive, whereas ventral dentate activation suppresses anxiety-like behavior.","Coauthored with Liam Drew, Nesha Burghardt and colleagues; the primary paper lists Mazen A. Kheirbek as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23473324/,Differential control of learning and anxiety along the dorsoventral axis of the dentate gyrus.,2026-09-05,Supports dorsoventral dentate gyrus roles in learning and anxiety and Kheirbek authorship.,23473324,10.1016/j.neuron.2012.12.038,
pi_41a7387884c450ac9b8100c1b10e7f70,Mazen Kheirbek,vCA1 anxiety cells in a hippocampal-hypothalamic circuit,discovery,2018,ventral CA1; anxiety cells; lateral hypothalamus; calcium imaging; avoidance behavior,"Freely moving calcium imaging and optogenetics identified vCA1 neurons enriched for anxiogenic environments, with lateral-hypothalamus-projecting cells promoting avoidance behavior.","Coauthored with Jessica Jimenez, Katy Su and colleagues; the primary paper lists Mazen A. Kheirbek as senior coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/29397273/,Anxiety Cells in a Hippocampal-Hypothalamic Circuit.,2026-09-05,Supports vCA1 anxiety-cell and projection-specific circuit findings and Kheirbek authorship.,29397273,10.1016/j.neuron.2018.01.016,
pi_41a7387884c450ac9b8100c1b10e7f70,Mazen Kheirbek,IL-33 microglial remodeling of hippocampal extracellular matrix,discovery,2020,IL-33; microglia; extracellular matrix; spine plasticity; remote fear memory,"The study connected experience-dependent neuronal IL-33 to microglial extracellular-matrix engulfment, newborn-neuron integration, spine plasticity and precision of remote fear memories in mice.","Coauthored with Phi Nguyen, Leah Dorman and colleagues; the primary paper lists Mazen A. Kheirbek as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/32615087/,Microglial Remodeling of the Extracellular Matrix Promotes Synapse Plasticity.,2026-09-05,Supports IL-33-driven neuron-microglia ECM remodeling and memory-plasticity findings and Kheirbek authorship.,32615087,10.1016/j.cell.2020.05.050,
pi_8e6b4255150251c0acc4a4e137dc6755,Mark Howe,Striatal dopamine ramps for distant reward proximity and value,discovery,2013,striatal dopamine; reward proximity; fast-scan cyclic voltammetry; maze behavior; reward value,"In rats navigating mazes, striatal dopamine signals ramped as animals approached distant rewards and scaled with reward distance and size rather than only phasic prediction errors.","Coauthored with Patrick Tierney, Stefan Sandberg, Paul Phillips and Ann Graybiel; the primary paper lists Mark W. Howe as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/23913271/,Prolonged dopamine signalling in striatum signals proximity and value of distant rewards.,2026-09-05,Supports ramping striatal dopamine signals and Howe authorship.,23913271,10.1038/nature12475,
pi_8e6b4255150251c0acc4a4e137dc6755,Mark Howe,dLight optical dopamine dynamics in behaving animals,tool,2018,dLight1; genetically encoded dopamine sensor; millisecond transients; striatum; cortex dopamine,"The dLight1 dopamine indicator enabled optical recording of rapid dopamine dynamics, including learning-related striatal transients and spatially heterogeneous cortical signals in behaving mice.","Coauthored with Tommaso Patriarchi, Jounhong Ryan Cho and colleagues; the primary paper lists Mark W. Howe as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/29853555/,Ultrafast neuronal imaging of dopamine dynamics with designed genetically encoded sensors.,2026-09-05,Supports dLight1 dopamine sensor applications and Howe authorship.,29853555,10.1126/science.aat4422,
pi_8e6b4255150251c0acc4a4e137dc6755,Mark Howe,Coordinated cholinergic and dopaminergic striatal movement signals,discovery,2019,striatal cholinergic interneurons; dopamine signaling; spontaneous movement; population synchrony; movement transitions,Optical recordings in mouse dorsal striatum revealed rapid cholinergic population bursts at movement-state transitions and coordinated sub-second dopamine and acetylcholine signals.,"Coauthored with Imane Ridouh, Anna Letizia Allegra Mascaro and colleagues; the primary paper lists Mark Howe as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/30920369/,Coordination of rapid cholinergic and dopaminergic signaling in striatum during spontaneous movement.,2026-09-05,Supports coordinated striatal cholinergic and dopaminergic movement signals and Howe authorship.,30920369,10.7554/elife.44903,
pi_d76f11bd53f553019e919b29440370f4,Caroline Runyan,PV and SOM inhibitory networks divide and subtract cortical responses,discovery,2012,visual cortex; PV interneurons; SOM interneurons; response gain; optogenetics,"In vivo visual-cortex circuit interrogation showed that PV interneuron activation mainly divisively scales responses, whereas SOM activation subtracts from excitatory responses and sharpens selectivity.","Coauthored with Nathan Wilson, Forea Wang and Mriganka Sur; the primary paper lists Caroline A. Runyan as a coauthor.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/22878717/,Division and subtraction by distinct cortical inhibitory networks in vivo.,2026-09-05,Supports distinct PV/SOM inhibitory computations and Runyan authorship.,22878717,10.1038/nature11347,
pi_d76f11bd53f553019e919b29440370f4,Caroline Runyan,Population-code timescales across cortical areas,discovery,2017,population coding; sensory cortex; association cortex; coding timescales; mouse behavior,"Comparing sensory and association cortices, the study showed that population activity can extend coding timescales and that population-code properties differ across cortical regions.","Coauthored with Eugenio Piasini, Stefano Panzeri and Christopher Harvey; the primary paper lists Caroline A. Runyan as first author.",source-backed,career-wide,https://pubmed.ncbi.nlm.nih.gov/28723889/,Distinct timescales of population coding across cortex.,2026-09-05,Supports distinct cortical population-coding timescales and Runyan authorship.,28723889,10.1038/nature23020,
